Interpolation Weights at U-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indx5   indx6    XIdgO       XIrg      XIdgR     Jdg   indx8    ETAdgO     ETArg      ETAdgT 
0000567  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   12195   12196  120.00000  120.66667  121.00000    70   12370   69.50000   69.83333   70.50000
0000568  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   12175   12176  100.00000  100.00000  101.00000    70   12350   69.50000   70.16667   70.50000
0000569  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   12175   12176  100.00000  100.33333  101.00000    70   12350   69.50000   70.16667   70.50000
0000570  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   12175   12176  100.00000  100.66667  101.00000    70   12350   69.50000   70.16667   70.50000
0000571  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   12176   12177  101.00000  101.00000  102.00000    70   12351   69.50000   70.16667   70.50000
0000572  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   12195   12196  120.00000  120.00000  121.00000    70   12370   69.50000   70.16667   70.50000
0000573  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   12195   12196  120.00000  120.33333  121.00000    70   12370   69.50000   70.16667   70.50000
0000574  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   12195   12196  120.00000  120.66667  121.00000    70   12370   69.50000   70.16667   70.50000
0000575  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   12350   12351  100.00000  100.00000  101.00000    71   12525   70.50000   70.50000   71.50000
0000576  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   12350   12351  100.00000  100.33333  101.00000    71   12525   70.50000   70.50000   71.50000
0000577  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   12350   12351  100.00000  100.66667  101.00000    71   12525   70.50000   70.50000   71.50000
0000578  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   12351   12352  101.00000  101.00000  102.00000    71   12526   70.50000   70.50000   71.50000
0000579  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   12370   12371  120.00000  120.00000  121.00000    71   12545   70.50000   70.50000   71.50000
0000580  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   12370   12371  120.00000  120.33333  121.00000    71   12545   70.50000   70.50000   71.50000
0000581  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   12370   12371  120.00000  120.66667  121.00000    71   12545   70.50000   70.50000   71.50000
0000582  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   12350   12351  100.00000  100.00000  101.00000    71   12525   70.50000   70.83333   71.50000
0000583  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   12350   12351  100.00000  100.33333  101.00000    71   12525   70.50000   70.83333   71.50000
0000584  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   12350   12351  100.00000  100.66667  101.00000    71   12525   70.50000   70.83333   71.50000
0000585  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   12351   12352  101.00000  101.00000  102.00000    71   12526   70.50000   70.83333   71.50000
0000586  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   12370   12371  120.00000  120.00000  121.00000    71   12545   70.50000   70.83333   71.50000
0000587  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   12370   12371  120.00000  120.33333  121.00000    71   12545   70.50000   70.83333   71.50000
0000588  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   12370   12371  120.00000  120.66667  121.00000    71   12545   70.50000   70.83333   71.50000
0000589  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   12350   12351  100.00000  100.00000  101.00000    71   12525   70.50000   71.16667   71.50000
0000590  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   12350   12351  100.00000  100.33333  101.00000    71   12525   70.50000   71.16667   71.50000
0000591  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   12350   12351  100.00000  100.66667  101.00000    71   12525   70.50000   71.16667   71.50000
0000592  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   12351   12352  101.00000  101.00000  102.00000    71   12526   70.50000   71.16667   71.50000
0000593  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   12370   12371  120.00000  120.00000  121.00000    71   12545   70.50000   71.16667   71.50000
0000594  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   12370   12371  120.00000  120.33333  121.00000    71   12545   70.50000   71.16667   71.50000
0000595  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   12370   12371  120.00000  120.66667  121.00000    71   12545   70.50000   71.16667   71.50000
0000596  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   12525   12526  100.00000  100.00000  101.00000    72   12700   71.50000   71.50000   72.50000
0000597  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   12525   12526  100.00000  100.33333  101.00000    72   12700   71.50000   71.50000   72.50000
0000598  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   12525   12526  100.00000  100.66667  101.00000    72   12700   71.50000   71.50000   72.50000
0000599  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   12526   12527  101.00000  101.00000  102.00000    72   12701   71.50000   71.50000   72.50000
0000600  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   12545   12546  120.00000  120.00000  121.00000    72   12720   71.50000   71.50000   72.50000
0000601  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   12545   12546  120.00000  120.33333  121.00000    72   12720   71.50000   71.50000   72.50000
0000602  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   12545   12546  120.00000  120.66667  121.00000    72   12720   71.50000   71.50000   72.50000
0000603  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   12525   12526  100.00000  100.00000  101.00000    72   12700   71.50000   71.83333   72.50000
0000604  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   12525   12526  100.00000  100.33333  101.00000    72   12700   71.50000   71.83333   72.50000
0000605  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   12525   12526  100.00000  100.66667  101.00000    72   12700   71.50000   71.83333   72.50000
0000606  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   12526   12527  101.00000  101.00000  102.00000    72   12701   71.50000   71.83333   72.50000
0000607  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   12545   12546  120.00000  120.00000  121.00000    72   12720   71.50000   71.83333   72.50000
0000608  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   12545   12546  120.00000  120.33333  121.00000    72   12720   71.50000   71.83333   72.50000
0000609  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   12545   12546  120.00000  120.66667  121.00000    72   12720   71.50000   71.83333   72.50000
0000610  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   12525   12526  100.00000  100.00000  101.00000    72   12700   71.50000   72.16667   72.50000
0000611  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   12525   12526  100.00000  100.33333  101.00000    72   12700   71.50000   72.16667   72.50000
0000612  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   12525   12526  100.00000  100.66667  101.00000    72   12700   71.50000   72.16667   72.50000
0000613  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   12526   12527  101.00000  101.00000  102.00000    72   12701   71.50000   72.16667   72.50000
0000614  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   12545   12546  120.00000  120.00000  121.00000    72   12720   71.50000   72.16667   72.50000
0000615  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   12545   12546  120.00000  120.33333  121.00000    72   12720   71.50000   72.16667   72.50000
0000616  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   12545   12546  120.00000  120.66667  121.00000    72   12720   71.50000   72.16667   72.50000
0000617  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   12700   12701  100.00000  100.00000  101.00000    73   12875   72.50000   72.50000   73.50000
0000618  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   12700   12701  100.00000  100.33333  101.00000    73   12875   72.50000   72.50000   73.50000
0000619  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   12700   12701  100.00000  100.66667  101.00000    73   12875   72.50000   72.50000   73.50000
0000620  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   12701   12702  101.00000  101.00000  102.00000    73   12876   72.50000   72.50000   73.50000
0000621  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   12720   12721  120.00000  120.00000  121.00000    73   12895   72.50000   72.50000   73.50000
0000622  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   12720   12721  120.00000  120.33333  121.00000    73   12895   72.50000   72.50000   73.50000
0000623  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   12720   12721  120.00000  120.66667  121.00000    73   12895   72.50000   72.50000   73.50000
0000624  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   12700   12701  100.00000  100.00000  101.00000    73   12875   72.50000   72.83333   73.50000
0000625  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   12700   12701  100.00000  100.33333  101.00000    73   12875   72.50000   72.83333   73.50000
0000626  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   12700   12701  100.00000  100.66667  101.00000    73   12875   72.50000   72.83333   73.50000
0000627  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   12701   12702  101.00000  101.00000  102.00000    73   12876   72.50000   72.83333   73.50000
0000628  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   12720   12721  120.00000  120.00000  121.00000    73   12895   72.50000   72.83333   73.50000
0000629  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   12720   12721  120.00000  120.33333  121.00000    73   12895   72.50000   72.83333   73.50000
0000630  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   12720   12721  120.00000  120.66667  121.00000    73   12895   72.50000   72.83333   73.50000
0000631  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   12700   12701  100.00000  100.00000  101.00000    73   12875   72.50000   73.16667   73.50000
0000632  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   12700   12701  100.00000  100.33333  101.00000    73   12875   72.50000   73.16667   73.50000
0000633  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   12700   12701  100.00000  100.66667  101.00000    73   12875   72.50000   73.16667   73.50000
0000634  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   12701   12702  101.00000  101.00000  102.00000    73   12876   72.50000   73.16667   73.50000
0000635  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   12720   12721  120.00000  120.00000  121.00000    73   12895   72.50000   73.16667   73.50000
0000636  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   12720   12721  120.00000  120.33333  121.00000    73   12895   72.50000   73.16667   73.50000
0000637  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   12720   12721  120.00000  120.66667  121.00000    73   12895   72.50000   73.16667   73.50000
0000638  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   12875   12876  100.00000  100.00000  101.00000    74   13050   73.50000   73.50000   74.50000
0000639  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   12875   12876  100.00000  100.33333  101.00000    74   13050   73.50000   73.50000   74.50000
0000640  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   12875   12876  100.00000  100.66667  101.00000    74   13050   73.50000   73.50000   74.50000
0000641  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   12876   12877  101.00000  101.00000  102.00000    74   13051   73.50000   73.50000   74.50000
0000642  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   12895   12896  120.00000  120.00000  121.00000    74   13070   73.50000   73.50000   74.50000
0000643  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   12895   12896  120.00000  120.33333  121.00000    74   13070   73.50000   73.50000   74.50000
0000644  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   12895   12896  120.00000  120.66667  121.00000    74   13070   73.50000   73.50000   74.50000
0000645  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   12875   12876  100.00000  100.00000  101.00000    74   13050   73.50000   73.83333   74.50000
0000646  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   12875   12876  100.00000  100.33333  101.00000    74   13050   73.50000   73.83333   74.50000
0000647  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   12875   12876  100.00000  100.66667  101.00000    74   13050   73.50000   73.83333   74.50000
0000648  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   12876   12877  101.00000  101.00000  102.00000    74   13051   73.50000   73.83333   74.50000
0000649  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   12895   12896  120.00000  120.00000  121.00000    74   13070   73.50000   73.83333   74.50000
0000650  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   12895   12896  120.00000  120.33333  121.00000    74   13070   73.50000   73.83333   74.50000
0000651  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   12895   12896  120.00000  120.66667  121.00000    74   13070   73.50000   73.83333   74.50000
0000652  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   12875   12876  100.00000  100.00000  101.00000    74   13050   73.50000   74.16667   74.50000
0000653  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   12875   12876  100.00000  100.33333  101.00000    74   13050   73.50000   74.16667   74.50000
0000654  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   12875   12876  100.00000  100.66667  101.00000    74   13050   73.50000   74.16667   74.50000
0000655  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   12876   12877  101.00000  101.00000  102.00000    74   13051   73.50000   74.16667   74.50000
0000656  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   12895   12896  120.00000  120.00000  121.00000    74   13070   73.50000   74.16667   74.50000
0000657  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   12895   12896  120.00000  120.33333  121.00000    74   13070   73.50000   74.16667   74.50000
0000658  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   12895   12896  120.00000  120.66667  121.00000    74   13070   73.50000   74.16667   74.50000
0000659  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   13050   13051  100.00000  100.00000  101.00000    75   13225   74.50000   74.50000   75.50000
0000660  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   13050   13051  100.00000  100.33333  101.00000    75   13225   74.50000   74.50000   75.50000
0000661  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   13050   13051  100.00000  100.66667  101.00000    75   13225   74.50000   74.50000   75.50000
0000662  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   13051   13052  101.00000  101.00000  102.00000    75   13226   74.50000   74.50000   75.50000
0000663  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   13070   13071  120.00000  120.00000  121.00000    75   13245   74.50000   74.50000   75.50000
0000664  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   13070   13071  120.00000  120.33333  121.00000    75   13245   74.50000   74.50000   75.50000
0000665  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   13070   13071  120.00000  120.66667  121.00000    75   13245   74.50000   74.50000   75.50000
0000666  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   13050   13051  100.00000  100.00000  101.00000    75   13225   74.50000   74.83333   75.50000
0000667  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   13050   13051  100.00000  100.33333  101.00000    75   13225   74.50000   74.83333   75.50000
0000668  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   13050   13051  100.00000  100.66667  101.00000    75   13225   74.50000   74.83333   75.50000
0000669  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   13051   13052  101.00000  101.00000  102.00000    75   13226   74.50000   74.83333   75.50000
0000670  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   13070   13071  120.00000  120.00000  121.00000    75   13245   74.50000   74.83333   75.50000
0000671  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   13070   13071  120.00000  120.33333  121.00000    75   13245   74.50000   74.83333   75.50000
0000672  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   13070   13071  120.00000  120.66667  121.00000    75   13245   74.50000   74.83333   75.50000
0000673  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   13050   13051  100.00000  100.00000  101.00000    75   13225   74.50000   75.16667   75.50000
0000674  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   13050   13051  100.00000  100.33333  101.00000    75   13225   74.50000   75.16667   75.50000
0000675  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   13050   13051  100.00000  100.66667  101.00000    75   13225   74.50000   75.16667   75.50000
0000676  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   13051   13052  101.00000  101.00000  102.00000    75   13226   74.50000   75.16667   75.50000
0000677  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   13070   13071  120.00000  120.00000  121.00000    75   13245   74.50000   75.16667   75.50000
0000678  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   13070   13071  120.00000  120.33333  121.00000    75   13245   74.50000   75.16667   75.50000
0000679  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   13070   13071  120.00000  120.66667  121.00000    75   13245   74.50000   75.16667   75.50000
0000680  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   13225   13226  100.00000  100.00000  101.00000    76   13400   75.50000   75.50000   76.50000
0000681  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   13225   13226  100.00000  100.33333  101.00000    76   13400   75.50000   75.50000   76.50000
0000682  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   13225   13226  100.00000  100.66667  101.00000    76   13400   75.50000   75.50000   76.50000
0000683  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   13226   13227  101.00000  101.00000  102.00000    76   13401   75.50000   75.50000   76.50000
0000684  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   13245   13246  120.00000  120.00000  121.00000    76   13420   75.50000   75.50000   76.50000
0000685  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   13245   13246  120.00000  120.33333  121.00000    76   13420   75.50000   75.50000   76.50000
0000686  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   13245   13246  120.00000  120.66667  121.00000    76   13420   75.50000   75.50000   76.50000
0000687  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   13225   13226  100.00000  100.00000  101.00000    76   13400   75.50000   75.83333   76.50000
0000688  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   13225   13226  100.00000  100.33333  101.00000    76   13400   75.50000   75.83333   76.50000
0000689  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   13225   13226  100.00000  100.66667  101.00000    76   13400   75.50000   75.83333   76.50000
0000690  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   13226   13227  101.00000  101.00000  102.00000    76   13401   75.50000   75.83333   76.50000
0000691  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   13245   13246  120.00000  120.00000  121.00000    76   13420   75.50000   75.83333   76.50000
0000692  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   13245   13246  120.00000  120.33333  121.00000    76   13420   75.50000   75.83333   76.50000
0000693  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   13245   13246  120.00000  120.66667  121.00000    76   13420   75.50000   75.83333   76.50000
0000694  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   13225   13226  100.00000  100.00000  101.00000    76   13400   75.50000   76.16667   76.50000
0000695  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   13225   13226  100.00000  100.33333  101.00000    76   13400   75.50000   76.16667   76.50000
0000696  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   13225   13226  100.00000  100.66667  101.00000    76   13400   75.50000   76.16667   76.50000
0000697  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   13226   13227  101.00000  101.00000  102.00000    76   13401   75.50000   76.16667   76.50000
0000698  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   13245   13246  120.00000  120.00000  121.00000    76   13420   75.50000   76.16667   76.50000
0000699  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   13245   13246  120.00000  120.33333  121.00000    76   13420   75.50000   76.16667   76.50000
0000700  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   13245   13246  120.00000  120.66667  121.00000    76   13420   75.50000   76.16667   76.50000
0000701  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   13400   13401  100.00000  100.00000  101.00000    77   13575   76.50000   76.50000   77.50000
0000702  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   13400   13401  100.00000  100.33333  101.00000    77   13575   76.50000   76.50000   77.50000
0000703  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   13400   13401  100.00000  100.66667  101.00000    77   13575   76.50000   76.50000   77.50000
0000704  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   13401   13402  101.00000  101.00000  102.00000    77   13576   76.50000   76.50000   77.50000
0000705  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   121   13420   13421  120.00000  120.00000  121.00000    77   13595   76.50000   76.50000   77.50000
0000706  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   13420   13421  120.00000  120.33333  121.00000    77   13595   76.50000   76.50000   77.50000
0000707  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   121   13420   13421  120.00000  120.66667  121.00000    77   13595   76.50000   76.50000   77.50000
0000708  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   101   13400   13401  100.00000  100.00000  101.00000    77   13575   76.50000   76.83333   77.50000
0000709  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   101   13400   13401  100.00000  100.33333  101.00000    77   13575   76.50000   76.83333   77.50000
0000710  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   101   13400   13401  100.00000  100.66667  101.00000    77   13575   76.50000   76.83333   77.50000
0000711  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   102   13401   13402  101.00000  101.00000  102.00000    77   13576   76.50000   76.83333   77.50000
0000712  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00   121   13420   13421  120.00000  120.00000  121.00000    77   13595   76.50000   76.83333   77.50000
0000713  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00   121   13420   13421  120.00000  120.33333  121.00000    77   13595   76.50000   76.83333   77.50000
0000714  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00   121   13420   13421  120.00000  120.66667  121.00000    77   13595   76.50000   76.83333   77.50000
0000715  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   101   13400   13401  100.00000  100.00000  101.00000    77   13575   76.50000   77.16667   77.50000
0000716  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   101   13400   13401  100.00000  100.33333  101.00000    77   13575   76.50000   77.16667   77.50000
0000717  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   101   13400   13401  100.00000  100.66667  101.00000    77   13575   76.50000   77.16667   77.50000
0000718  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   102   13401   13402  101.00000  101.00000  102.00000    77   13576   76.50000   77.16667   77.50000
0000719  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00   121   13420   13421  120.00000  120.00000  121.00000    77   13595   76.50000   77.16667   77.50000
0000720  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00   121   13420   13421  120.00000  120.33333  121.00000    77   13595   76.50000   77.16667   77.50000
0000721  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00   121   13420   13421  120.00000  120.66667  121.00000    77   13595   76.50000   77.16667   77.50000
0000722  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   101   13575   13576  100.00000  100.00000  101.00000    78   13750   77.50000   77.50000   78.50000
0000723  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   13575   13576  100.00000  100.33333  101.00000    78   13750   77.50000   77.50000   78.50000
0000724  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00   101   13575   13576  100.00000  100.66667  101.00000    78   13750   77.50000   77.50000   78.50000
0000725  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00   102   13576   13577  101.00000  101.00000  102.00000    78   13751   77.50000   77.50000   78.50000
